run,process,part,argument,duration
15,index,store,04 - Data Replication,0.13706660270690918
15,index,embed,05 - NoSQL Intro + KV DBs,0.3482933044433594
15,index,store,05 - NoSQL Intro + KV DBs,0.1901092529296875
15,index,embed,06 - Redis + Python,0.1483161449432373
15,index,store,06 - Redis + Python,0.07502102851867676
15,index,embed,07 - Document DBs and Mongo,0.31691789627075195
15,index,store,07 - Document DBs and Mongo,0.16585922241210938
15,index,embed,08 - PyMongo,0.06478118896484375
15,index,store,08 - PyMongo,0.03353071212768555
15,index,embed,09 - Introduction to Graph Data Model,0.17476963996887207
15,index,store,09 - Introduction to Graph Data Model,0.10242486000061035
15,index,embed,10 - Neo4j,0.21814823150634766
15,index,store,10 - Neo4j,0.10060667991638184
15,index,embed,11 - AWS Intro,0.17559814453125
15,index,store,11 - AWS Intro,0.08351969718933105
15,index,embed,12 - EC2 & Lambda,0.20954513549804688
15,index,store,12 - EC2 & Lambda,0.12366795539855957
15,index,embed,B- Trees Notes,0.06600522994995117
15,index,store,B- Trees Notes,0.022005081176757812
15,index,embed,DS4300 Notes E1,0.12702250480651855
15,index,store,DS4300 Notes E1,0.033997297286987305
15,search,embed,What is the capital of France?,0.00900125503540039
15,search,query,What is the capital of France?,1.2371180057525635
15,search,embed,What does the C stand for in ACID?,0.007527589797973633
15,search,query,What does the C stand for in ACID?,0.01100015640258789
15,search,embed,What type of database is Neo4j?,0.007524728775024414
15,search,query,What type of database is Neo4j?,0.010000228881835938
15,search,embed,Who created MongoDB?,0.010615110397338867
15,search,query,Who created MongoDB?,0.01175546646118164
15,search,embed,Which is faster for random access: a linked list or an array?,0.007525920867919922
15,search,query,Which is faster for random access: a linked list or an array?,0.011999845504760742
16,index,embed,02 - Foundations,0.7062077522277832
16,index,store,02 - Foundations,0.020003795623779297
16,index,embed,03 - Moving Beyond the Relational Model,1.0518510341644287
16,index,store,03 - Moving Beyond the Relational Model,0.0317234992980957
16,index,embed,04 - Data Replication,0.9680390357971191
16,index,store,04 - Data Replication,0.031015872955322266
16,index,embed,05 - NoSQL Intro + KV DBs,1.6056327819824219
16,index,store,05 - NoSQL Intro + KV DBs,0.050083160400390625
16,index,embed,06 - Redis + Python,0.6887912750244141
16,index,store,06 - Redis + Python,0.020000219345092773
16,index,embed,07 - Document DBs and Mongo,1.3544182777404785
16,index,store,07 - Document DBs and Mongo,0.04510211944580078
16,index,embed,08 - PyMongo,0.3016483783721924
16,index,store,08 - PyMongo,0.008572101593017578
16,index,embed,09 - Introduction to Graph Data Model,0.8447132110595703
16,index,store,09 - Introduction to Graph Data Model,0.02978968620300293
16,index,embed,10 - Neo4j,0.9993212223052979
16,index,store,10 - Neo4j,0.03198599815368652
16,index,embed,11 - AWS Intro,0.7633719444274902
16,index,store,11 - AWS Intro,0.030118942260742188
16,index,embed,12 - EC2 & Lambda,1.0224618911743164
16,index,store,12 - EC2 & Lambda,0.035015106201171875
16,index,embed,B- Trees Notes,0.3917398452758789
16,index,store,B- Trees Notes,0.005593538284301758
16,index,embed,DS4300 Notes E1,0.6395673751831055
16,index,store,DS4300 Notes E1,0.010010004043579102
16,search,embed,What is the capital of France?,0.03053760528564453
16,search,query,What is the capital of France?,0.0010001659393310547
16,search,embed,What does the C stand for in ACID?,0.035051584243774414
16,search,query,What does the C stand for in ACID?,0.001001119613647461
16,search,embed,What type of database is Neo4j?,0.03758978843688965
16,search,query,What type of database is Neo4j?,0.0015552043914794922
16,search,embed,Who created MongoDB?,0.03318905830383301
16,search,query,Who created MongoDB?,0.0010006427764892578
16,search,embed,Which is faster for random access: a linked list or an array?,0.030069589614868164
16,search,query,Which is faster for random access: a linked list or an array?,0.0019943714141845703
17,index,embed,02 - Foundations,0.7198071479797363
17,index,store,02 - Foundations,1.1137676239013672
17,index,embed,03 - Moving Beyond the Relational Model,1.0994069576263428
17,index,store,03 - Moving Beyond the Relational Model,1.7337820529937744
17,index,embed,04 - Data Replication,1.1158545017242432
17,index,store,04 - Data Replication,1.9434685707092285
17,index,embed,05 - NoSQL Intro + KV DBs,1.7829716205596924
17,index,store,05 - NoSQL Intro + KV DBs,2.8527588844299316
17,index,embed,06 - Redis + Python,0.71517014503479
17,index,store,06 - Redis + Python,1.0896167755126953
17,index,embed,07 - Document DBs and Mongo,1.5659899711608887
17,index,store,07 - Document DBs and Mongo,2.680596351623535
17,index,embed,08 - PyMongo,0.3172574043273926
17,index,store,08 - PyMongo,0.48792266845703125
17,index,embed,09 - Introduction to Graph Data Model,0.8079540729522705
17,index,store,09 - Introduction to Graph Data Model,1.669987678527832
17,index,embed,10 - Neo4j,1.0784783363342285
17,index,store,10 - Neo4j,1.7521159648895264
17,index,embed,11 - AWS Intro,0.8611383438110352
17,index,store,11 - AWS Intro,1.4334683418273926
17,index,embed,12 - EC2 & Lambda,0.9989492893218994
17,index,store,12 - EC2 & Lambda,2.0290095806121826
17,index,embed,B- Trees Notes,0.3393266201019287
17,index,store,B- Trees Notes,0.3990912437438965
17,index,embed,DS4300 Notes E1,0.7052547931671143
17,index,store,DS4300 Notes E1,0.5515203475952148
17,search,embed,What is the capital of France?,0.033017635345458984
17,search,query,What is the capital of France?,0.050507307052612305
17,search,embed,What does the C stand for in ACID?,0.03453969955444336
17,search,query,What does the C stand for in ACID?,0.05301475524902344
17,search,embed,What type of database is Neo4j?,0.0345308780670166
17,search,query,What type of database is Neo4j?,0.05200481414794922
17,search,embed,Who created MongoDB?,0.03052830696105957
17,search,query,Who created MongoDB?,0.05251359939575195
17,search,embed,Which is faster for random access: a linked list or an array?,0.035054683685302734
17,search,query,Which is faster for random access: a linked list or an array?,0.05001115798950195
18,index,embed,02 - Foundations,0.6651866436004639
18,index,store,02 - Foundations,0.07402181625366211
18,index,embed,03 - Moving Beyond the Relational Model,1.1040120124816895
18,index,store,03 - Moving Beyond the Relational Model,0.10563993453979492
18,index,embed,04 - Data Replication,1.0860059261322021
18,index,store,04 - Data Replication,0.11962771415710449
18,index,embed,05 - NoSQL Intro + KV DBs,1.6913504600524902
18,index,store,05 - NoSQL Intro + KV DBs,0.1705780029296875
18,index,embed,06 - Redis + Python,0.7012107372283936
18,index,store,06 - Redis + Python,0.06601643562316895
18,index,embed,07 - Document DBs and Mongo,1.5027940273284912
18,index,store,07 - Document DBs and Mongo,0.15855026245117188
18,index,embed,08 - PyMongo,0.31305360794067383
18,index,store,08 - PyMongo,0.03054523468017578
18,index,embed,09 - Introduction to Graph Data Model,0.8312206268310547
18,index,store,09 - Introduction to Graph Data Model,0.10472774505615234
18,index,embed,10 - Neo4j,1.0461409091949463
18,index,store,10 - Neo4j,0.10090875625610352
18,index,embed,11 - AWS Intro,0.8098413944244385
18,index,store,11 - AWS Intro,0.0799858570098877
18,index,embed,12 - EC2 & Lambda,0.9730720520019531
18,index,store,12 - EC2 & Lambda,0.12069225311279297
18,index,embed,B- Trees Notes,0.35877466201782227
18,index,store,B- Trees Notes,0.023001670837402344
18,index,embed,DS4300 Notes E1,0.6656074523925781
18,index,store,DS4300 Notes E1,0.030071735382080078
18,search,embed,What is the capital of France?,0.030672788619995117
18,search,query,What is the capital of France?,1.038731336593628
18,search,embed,What does the C stand for in ACID?,0.03077983856201172
18,search,query,What does the C stand for in ACID?,0.010998725891113281
18,search,embed,What type of database is Neo4j?,0.033533573150634766
18,search,query,What type of database is Neo4j?,0.010998964309692383
18,search,embed,Who created MongoDB?,0.03152585029602051
18,search,query,Who created MongoDB?,0.010998249053955078
18,search,embed,Which is faster for random access: a linked list or an array?,0.02906179428100586
18,search,query,Which is faster for random access: a linked list or an array?,0.010995149612426758
19,index,embed,02 - Foundations,0.1735367774963379
19,index,store,02 - Foundations,0.008403301239013672
19,index,embed,03 - Moving Beyond the Relational Model,0.2906982898712158
19,index,store,03 - Moving Beyond the Relational Model,0.017655372619628906
19,index,embed,04 - Data Replication,0.3734574317932129
19,index,store,04 - Data Replication,0.017725467681884766
19,index,embed,05 - NoSQL Intro + KV DBs,0.549034595489502
19,index,store,05 - NoSQL Intro + KV DBs,0.03281688690185547
19,index,embed,06 - Redis + Python,0.20604944229125977
19,index,store,06 - Redis + Python,0.00837087631225586
19,index,embed,07 - Document DBs and Mongo,0.44570493698120117
19,index,store,07 - Document DBs and Mongo,0.02100396156311035
19,index,embed,08 - PyMongo,0.10270929336547852
19,index,store,08 - PyMongo,0.004675865173339844
19,index,embed,09 - Introduction to Graph Data Model,0.30608558654785156
19,index,store,09 - Introduction to Graph Data Model,0.013221502304077148
19,index,embed,10 - Neo4j,0.3012559413909912
19,index,store,10 - Neo4j,0.015028238296508789
19,index,embed,11 - AWS Intro,0.2581648826599121
19,index,store,11 - AWS Intro,0.011514663696289062
19,index,embed,12 - EC2 & Lambda,0.3985140323638916
19,index,store,12 - EC2 & Lambda,0.018778562545776367
19,index,embed,B- Trees Notes,0.09439229965209961
19,index,store,B- Trees Notes,0.004643440246582031
19,index,embed,DS4300 Notes E1,0.2352762222290039
19,index,store,DS4300 Notes E1,0.01133275032043457
19,search,embed,What is the capital of France?,0.024225711822509766
19,search,query,What is the capital of France?,0.0015325546264648438
19,search,embed,What does the C stand for in ACID?,1.2108123302459717
19,search,query,What does the C stand for in ACID?,0.0015244483947753906
19,search,embed,What type of database is Neo4j?,0.013151407241821289
19,search,query,What type of database is Neo4j?,0.0010056495666503906
19,search,embed,Who created MongoDB?,0.018181324005126953
19,search,query,Who created MongoDB?,0.001524209976196289
19,search,embed,Which is faster for random access: a linked list or an array?,0.016503095626831055
19,search,query,Which is faster for random access: a linked list or an array?,0.0005209445953369141
20,index,embed,02 - Foundations,0.1837911605834961
20,index,store,02 - Foundations,1.0462822914123535
20,index,embed,03 - Moving Beyond the Relational Model,0.3069591522216797
20,index,store,03 - Moving Beyond the Relational Model,1.7142620086669922
20,index,embed,04 - Data Replication,0.6391034126281738
20,index,store,04 - Data Replication,1.959672451019287
20,index,embed,05 - NoSQL Intro + KV DBs,1.628749132156372
20,index,store,05 - NoSQL Intro + KV DBs,2.7923855781555176
20,index,embed,06 - Redis + Python,0.6672513484954834
20,index,store,06 - Redis + Python,1.157475233078003
20,index,embed,07 - Document DBs and Mongo,1.4729034900665283
20,index,store,07 - Document DBs and Mongo,2.6058566570281982
20,index,embed,08 - PyMongo,0.31555652618408203
20,index,store,08 - PyMongo,0.5692017078399658
20,index,embed,09 - Introduction to Graph Data Model,0.8732783794403076
20,index,store,09 - Introduction to Graph Data Model,1.6568684577941895
20,index,embed,10 - Neo4j,0.996009349822998
20,index,store,10 - Neo4j,1.626108169555664
20,index,embed,11 - AWS Intro,0.7853116989135742
20,index,store,11 - AWS Intro,1.3970654010772705
20,index,embed,12 - EC2 & Lambda,1.0356295108795166
20,index,store,12 - EC2 & Lambda,1.9832370281219482
20,index,embed,B- Trees Notes,0.23510265350341797
20,index,store,B- Trees Notes,0.3321974277496338
20,index,embed,DS4300 Notes E1,0.34571409225463867
20,index,store,DS4300 Notes E1,0.792773962020874
20,search,embed,What is the capital of France?,0.02318549156188965
20,search,query,What is the capital of France?,0.05919694900512695
20,search,embed,What does the C stand for in ACID?,0.01218724250793457
20,search,query,What does the C stand for in ACID?,0.06058049201965332
20,search,embed,What type of database is Neo4j?,0.011363029479980469
20,search,query,What type of database is Neo4j?,0.061020851135253906
20,search,embed,Who created MongoDB?,0.01569342613220215
20,search,query,Who created MongoDB?,0.044817209243774414
20,search,embed,Which is faster for random access: a linked list or an array?,0.013066768646240234
20,search,query,Which is faster for random access: a linked list or an array?,0.04793715476989746
21,index,embed,02 - Foundations,0.2220299243927002
21,index,store,02 - Foundations,0.055928707122802734
21,index,embed,03 - Moving Beyond the Relational Model,0.30881524085998535
21,index,store,03 - Moving Beyond the Relational Model,0.07445812225341797
21,index,embed,04 - Data Replication,0.3672981262207031
21,index,store,04 - Data Replication,0.09220552444458008
21,index,embed,05 - NoSQL Intro + KV DBs,0.4912221431732178
21,index,store,05 - NoSQL Intro + KV DBs,0.12671303749084473
21,index,embed,06 - Redis + Python,0.19882464408874512
21,index,store,06 - Redis + Python,0.06162118911743164
21,index,embed,07 - Document DBs and Mongo,0.4541313648223877
21,index,store,07 - Document DBs and Mongo,0.10897326469421387
21,index,embed,08 - PyMongo,0.09455513954162598
21,index,store,08 - PyMongo,0.02397298812866211
21,index,embed,09 - Introduction to Graph Data Model,0.29784274101257324
21,index,store,09 - Introduction to Graph Data Model,0.06988906860351562
21,index,embed,10 - Neo4j,0.3000960350036621
21,index,store,10 - Neo4j,0.06897163391113281
21,index,embed,11 - AWS Intro,0.27536511421203613
21,index,store,11 - AWS Intro,0.06430506706237793
21,index,embed,12 - EC2 & Lambda,0.33295726776123047
21,index,store,12 - EC2 & Lambda,0.08490705490112305
21,index,embed,B- Trees Notes,0.08005070686340332
21,index,store,B- Trees Notes,0.01867985725402832
21,index,embed,DS4300 Notes E1,0.20694565773010254
21,index,store,DS4300 Notes E1,0.038460731506347656
21,search,embed,What is the capital of France?,0.016383886337280273
21,search,query,What is the capital of France?,1.2399017810821533
